host,port,state,service,risk,policy_violation,vulnerability_class,vulnerability_description,attack_vector,mitigation,references,product,version,intrusion_indicator,notes
127.0.0.1,2724,filtered,,high,True,policy violation — non-443 exposure,"TCP/2724 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2725,filtered,msolap-ptp2,high,True,policy violation — non-443 exposure,"TCP/2725 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2726,filtered,,high,True,policy violation — non-443 exposure,"TCP/2726 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2727,filtered,,high,True,policy violation — non-443 exposure,"TCP/2727 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2728,filtered,,high,True,policy violation — non-443 exposure,"TCP/2728 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2729,filtered,,high,True,policy violation — non-443 exposure,"TCP/2729 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2730,filtered,,high,True,policy violation — non-443 exposure,"TCP/2730 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2731,filtered,,high,True,policy violation — non-443 exposure,"TCP/2731 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2732,filtered,,high,True,policy violation — non-443 exposure,"TCP/2732 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2733,filtered,,high,True,policy violation — non-443 exposure,"TCP/2733 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2734,filtered,,high,True,policy violation — non-443 exposure,"TCP/2734 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2735,filtered,,high,True,policy violation — non-443 exposure,"TCP/2735 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2736,filtered,,high,True,policy violation — non-443 exposure,"TCP/2736 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2737,filtered,,high,True,policy violation — non-443 exposure,"TCP/2737 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2738,filtered,,high,True,policy violation — non-443 exposure,"TCP/2738 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
